avg_difficulty,avg_completion,recent_pain_count,days_since_last,pain_severity_weight,target_recovery_score
1.83,0.71,0,4,0,0.99
4.75,0.52,0,6,0,0.676
3.64,0.72,0,0,0,0.836
4.37,0.85,0,4,0,0.747
1.48,0.56,0,2,0,0.992
2.86,0.58,0,7,0,0.853
2.93,1,0,4,0,0.936
3.17,0.77,0,4,0,0.846
3.12,0.7,0,1,0,0.897
1.42,0.57,2,1,0.6,0.692
3.7,0.53,0,1,0,0.782
3.78,0.97,1,4,1,0.415
1.39,0.55,0,1,0,0.971
2.93,0.6,0,1,0,0.856
1.48,0.94,0,0,0,1
1.16,0.41,0,7,0,0.956
4.05,0.48,0,2,0,0.726
3.42,0.6,0,6,0,0.812
3.92,0.74,1,0,0.6,0.552
3.21,0.75,0,3,0,0.895
3.54,0.56,0,4,0,0.779
2.15,0.82,1,3,0.6,0.655
3.94,0.57,0,3,0,0.739
3.76,0.58,0,7,0,0.8
3.62,0.43,1,2,1,0.373
4.74,0.84,0,3,0,0.768
2.39,0.66,0,0,0,0.949
1.5,0.68,2,6,0.3,0.768
1.89,0.49,1,2,0.3,0.751
4.97,0.41,0,2,0,0.673
1.2,0.86,0,1,0,1
2.12,0.83,0,2,0,0.959
1,0.86,0,7,0,1
2.41,0.6,0,5,0,0.873
4.49,0.68,0,1,0,0.756
2.14,0.93,0,1,0,0.975
3.43,0.53,0,2,0,0.79
2.2,0.9,1,2,0.3,0.815
1.21,0.58,0,2,0,1
2.81,0.84,1,5,0.3,0.719
1.04,0.97,0,0,0,1
4.24,0.83,1,1,1,0.388
1.74,0.95,1,0,0.6,0.718
4.11,0.63,0,6,0,0.802
2.12,0.9,0,2,0,0.929
4.2,0.55,0,0,0,0.748
3.78,0.81,0,1,0,0.786
2.43,0.45,3,0,1,0.414
2.19,0.41,0,3,0,0.934
4.63,0.55,2,7,0.3,0.478
1.3,0.85,0,0,0,1
4.36,0.75,0,3,0,0.788
1.58,0.64,0,3,0,1
2.7,0.91,1,1,0.3,0.749
4.12,0.54,1,2,0.6,0.534
4.06,0.72,0,2,0,0.764
4.67,0.48,1,5,1,0.321
3.27,0.56,1,1,0.3,0.666
2.93,0.64,0,2,0,0.896
2.53,0.56,3,2,0.6,0.494
1.37,0.8,1,6,1,0.648
3.32,0.47,0,2,0,0.828
1.42,0.64,0,0,0,0.977
1.9,0.83,1,6,0.3,0.813
3.9,0.83,0,0,0,0.797
1.44,0.62,0,3,0,0.969
3.88,0.6,2,3,0.6,0.475
1.48,0.83,0,5,0,0.995
4.91,0.92,1,4,0.6,0.484
2.85,0.75,0,5,0,0.847
2.3,0.99,0,2,0,0.971
1.65,0.63,0,2,0,0.975
3.98,0.58,1,6,1,0.357
1.96,0.64,0,4,0,0.918
2.41,0.42,1,0,0.6,0.635
1.36,0.47,2,2,1,0.485
2.24,0.81,0,5,0,0.981
3.91,0.93,1,4,0.6,0.531
1.61,0.78,1,3,0.6,0.763
3.24,0.52,0,0,0,0.812
4.45,0.69,0,5,0,0.765
1.21,0.85,0,1,0,1
3.07,0.69,0,7,0,0.849
4.12,0.4,1,3,0.6,0.495
4.67,0.5,0,5,0,0.672
4.38,0.93,0,1,0,0.82
1.98,0.57,0,5,0,0.931
1.68,0.9,0,0,0,0.961
4.43,0.41,0,5,0,0.7
4.92,0.89,0,3,0,0.712
1.85,0.77,2,7,0.6,0.645
2.88,0.45,0,2,0,0.826
1.74,0.4,0,3,0,0.939
1.04,0.48,0,5,0,1
4.93,0.67,0,6,0,0.724
1.68,0.6,0,4,0,0.969
3.9,0.41,0,0,0,0.793
4.19,0.85,1,2,0.6,0.542
4.68,0.5,0,5,0,0.693
1.25,0.88,0,3,0,1
4.64,0.76,0,0,0,0.704
3.98,0.61,0,2,0,0.744
1.96,0.84,0,5,0,0.964
3.65,0.55,0,7,0,0.758
3.89,0.51,1,4,0.3,0.618
2.14,0.45,2,1,0.6,0.63
1.84,0.92,0,1,0,0.995
4.15,0.64,0,0,0,0.801
3.03,0.64,0,4,0,0.833
4.57,0.6,2,7,1,0.246
4.44,0.6,1,1,0.6,0.467
2.89,0.59,1,5,0.6,0.588
3.72,0.64,2,7,0.3,0.608
2.08,0.84,0,5,0,0.957
2.73,0.64,0,5,0,0.846
2.24,0.93,1,2,0.6,0.719
1.31,0.7,0,4,0,0.999
4.46,0.71,1,6,0.3,0.573
1.32,0.98,0,3,0,1
2.91,0.82,0,7,0,0.886
4.95,0.5,0,7,0,0.669
4.9,0.92,0,1,0,0.777
3.96,0.67,1,0,0.3,0.653
1.17,0.79,0,4,0,1
4.87,0.65,2,0,0.6,0.383
3.51,0.68,3,6,0.3,0.533
3.88,0.59,0,7,0,0.77
1.97,0.99,1,4,1,0.58
4.12,0.44,0,3,0,0.761
2.9,0.65,1,7,0.3,0.691
3.93,0.79,1,7,0.6,0.557
2.56,0.64,0,7,0,0.92
3.94,0.6,0,3,0,0.758
4.55,0.55,0,6,0,0.727
2.68,0.98,2,2,0.6,0.587
1.74,0.95,0,7,0,1
3.9,0.93,0,0,0,0.848
3.13,0.72,1,0,1,0.445
4.83,0.88,1,3,0.6,0.449
4.44,0.47,0,5,0,0.76
1.79,0.41,0,7,0,0.909
2.45,1,0,5,0,0.988
2.89,0.63,0,2,0,0.85
2.4,0.71,2,0,0.3,0.746
3.23,0.63,0,7,0,0.853
1.64,0.79,0,4,0,0.999
2.8,0.62,0,0,0,0.874
1.83,0.72,1,0,0.6,0.717
1.73,0.95,0,2,0,1
1.47,0.49,0,7,0,1
3.91,0.89,0,6,0,0.779
3.24,0.85,0,3,0,0.894
3.23,0.98,0,0,0,0.907
1.58,0.72,0,0,0,0.966
1.61,0.65,0,4,0,0.948
3.6,0.41,0,5,0,0.792
3.4,0.6,0,5,0,0.797
4.85,0.98,3,7,0.6,0.399
2.94,0.52,0,1,0,0.863
1.12,0.75,0,3,0,1
2.97,0.49,2,2,0.6,0.551
3.82,0.55,1,3,0.6,0.538
1.18,0.56,0,6,0,0.985
3.89,0.86,0,3,0,0.852
1.9,0.42,3,5,1,0.44
3.35,0.73,1,7,1,0.423
2.77,0.5,2,3,0.3,0.664
3.98,0.82,0,4,0,0.83
3.4,0.56,1,3,0.6,0.598
1.67,0.92,1,6,0.6,0.754
4.76,0.69,0,1,0,0.715
4.52,0.4,0,0,0,0.698
3.37,0.9,0,6,0,0.885
2.94,0.48,0,6,0,0.86
2.13,0.78,0,6,0,0.985
1.36,0.82,0,5,0,1
1.19,0.89,0,6,0,1
1.34,0.45,0,6,0,0.937
3.36,0.45,2,6,1,0.381
3.37,0.9,0,6,0,0.856
4.15,0.91,0,7,0,0.821
2.71,0.74,0,0,0,0.907
3.01,0.61,0,2,0,0.876
2.79,0.9,1,6,1,0.548
1.37,0.47,2,5,0.6,0.668
1.89,0.9,3,5,0.6,0.586
1.12,0.45,0,2,0,0.995
1.47,0.85,0,2,0,0.988
3.69,0.87,1,1,1,0.466
4.42,0.7,0,0,0,0.788
1.26,0.67,0,7,0,1
1.63,0.45,1,6,0.6,0.698
3.77,0.53,1,6,0.3,0.609
1.37,0.43,0,3,0,0.966
3.72,0.62,1,1,0.3,0.64
1.32,0.89,1,4,0.6,0.778
3.1,0.82,1,2,0.3,0.752
2.45,0.65,0,5,0,0.943
1.58,0.43,2,3,0.6,0.618
4.78,0.73,0,1,0,0.766
4.97,0.79,0,3,0,0.73
3.55,0.89,0,5,0,0.843
3.43,0.9,0,7,0,0.819
1.3,0.66,0,7,0,0.967
3.86,0.58,0,0,0,0.787
1.34,0.64,1,0,0.3,0.85
2.27,0.82,0,1,0,0.935
5,0.45,0,6,0,0.675
2.71,0.64,0,6,0,0.92
1.68,0.67,0,5,0,0.951
1.04,0.74,0,4,0,1
4.42,0.98,2,0,0.3,0.549
4.18,0.72,3,2,0.3,0.552
2.9,0.85,1,0,0.6,0.667
2.56,0.89,0,0,0,0.963
1.11,0.54,0,6,0,1
4.66,0.53,0,6,0,0.746
4.98,0.87,0,0,0,0.691
4.11,0.51,1,0,0.6,0.513
2.54,0.93,0,4,0,0.945
3.39,0.5,0,0,0,0.84
2.73,0.94,0,0,0,0.929
1.57,0.57,0,7,0,0.93
2.9,0.56,0,3,0,0.835
3.34,0.48,0,5,0,0.838
2.07,0.99,0,3,0,0.979
1.39,0.67,1,5,0.6,0.707
4.3,0.91,1,2,0.3,0.649
4.12,0.98,0,1,0,0.823
4.02,0.69,1,6,0.3,0.666
4.05,0.87,0,2,0,0.825
4.63,0.7,0,4,0,0.756
1.92,0.99,2,2,0.3,0.81
4.81,0.81,0,6,0,0.712
1.16,0.63,3,4,0.6,0.663
1.75,0.94,0,5,0,1
2.96,0.54,0,5,0,0.823
2.27,0.96,0,2,0,0.942
2.22,0.47,1,4,0.3,0.783
1.65,0.65,0,1,0,0.979
3.57,0.59,0,7,0,0.834
3.72,0.78,0,6,0,0.823
1.86,0.58,0,5,0,0.907
3.65,0.83,0,3,0,0.81
3.26,0.98,0,3,0,0.891
4.75,0.57,0,5,0,0.699
2.42,0.52,0,0,0,0.88
3.13,0.5,2,5,0.6,0.503
1.96,0.81,1,1,0.6,0.702
3.47,0.66,0,6,0,0.808
4.27,0.67,3,1,0.3,0.539
2.66,0.59,0,5,0,0.898
3.99,0.96,1,4,0.3,0.639
4.16,0.55,1,3,1,0.387
2.74,0.74,1,3,0.6,0.642
4.23,0.51,0,3,0,0.741
2.08,0.41,0,0,0,0.912
3.72,0.91,1,5,0.6,0.543
1.64,0.8,0,4,0,0.952
3.52,0.48,0,3,0,0.781
1.58,0.47,0,6,0,0.943
4.98,0.89,2,1,0.6,0.413
3.45,0.64,0,0,0,0.818
2.61,0.52,0,0,0,0.884
4.53,0.6,0,2,0,0.714
3.87,0.62,0,6,0,0.795
2.92,0.96,1,2,1,0.493
3.47,0.62,0,0,0,0.851
4.83,0.8,0,6,0,0.761
4.31,0.53,0,4,0,0.745
2.64,0.84,0,2,0,0.951
2.14,0.52,1,4,1,0.516
1.12,0.79,1,7,0.3,0.859
1.7,0.89,0,3,0,1
2.46,0.73,1,3,0.3,0.781
3.17,0.72,0,3,0,0.896
2.19,0.97,0,7,0,0.938
4.18,0.97,1,3,1,0.432
4,0.46,0,1,0,0.756
1.12,0.86,0,7,0,1
2.05,0.97,0,6,0,0.962
1.55,0.66,0,7,0,1
4.58,0.89,0,2,0,0.755
3.95,0.78,0,4,0,0.765
3.68,0.55,0,4,0,0.78
2.41,0.52,0,0,0,0.907
1.41,0.8,0,7,0,0.992
2.71,0.46,0,1,0,0.893
2.47,0.91,1,2,0.3,0.747
4.05,0.71,0,2,0,0.765
2.39,0.45,0,3,0,0.904
1.84,0.98,0,3,0,0.977
4.8,0.45,0,5,0,0.658
1.44,0.47,0,2,0,0.962
2.11,0.69,0,7,0,0.976
3.07,0.6,0,6,0,0.811
1.93,0.66,0,2,0,0.979
1.21,0.61,0,3,0,1
4.4,0.7,0,7,0,0.778
2.38,0.59,0,5,0,0.925
4.82,0.48,0,0,0,0.667
3.81,0.43,0,7,0,0.743
3.51,0.87,0,0,0,0.868
2.26,0.53,0,3,0,0.931
3.73,0.63,0,0,0,0.811
4.74,0.56,0,4,0,0.712
2.89,0.8,0,7,0,0.904
3.27,0.76,0,1,0,0.82
3.19,0.42,1,3,0.6,0.573
3.71,0.51,0,3,0,0.811
2.43,0.74,0,1,0,0.953
1.34,0.92,0,1,0,1
1.69,0.45,1,4,0.6,0.663
4.48,0.72,0,3,0,0.712
2.09,0.69,0,4,0,0.962
4.25,0.54,2,0,0.6,0.476
4.14,0.53,0,3,0,0.774
3.46,0.98,1,6,1,0.451
1.32,0.44,2,5,1,0.496
2.25,0.53,0,3,0,0.915
4.47,0.57,0,2,0,0.726
3.54,0.6,0,0,0,0.791
4.04,0.62,1,3,1,0.352
2.42,0.86,0,2,0,0.969
2.38,0.44,0,6,0,0.851
1.86,0.52,0,6,0,0.94
2.85,0.75,1,4,1,0.508
3.62,0.87,0,1,0,0.853
2.6,0.95,3,5,0.6,0.577
2.11,0.54,3,4,0.6,0.575
3.15,0.56,0,1,0,0.839
3.81,0.55,0,1,0,0.761
4.42,0.89,0,4,0,0.773
3.34,0.86,0,0,0,0.845
2.86,0.93,1,7,0.6,0.61
1.09,0.79,0,5,0,1
2.95,0.72,0,5,0,0.837
3.82,0.93,0,1,0,0.865
3.35,1,0,0,0,0.878
3.81,0.59,0,3,0,0.762
1.03,0.57,3,5,0.6,0.67
1.39,0.96,1,4,0.3,0.851
2.86,0.95,0,5,0,0.911
1.08,0.49,0,3,0,0.959
4.51,0.79,0,2,0,0.765
1.04,0.75,1,2,0.6,0.792
2.94,0.49,1,3,0.6,0.625
4.09,0.78,0,4,0,0.8
3.07,0.79,0,4,0,0.839
4.44,0.71,0,7,0,0.763
1.11,0.8,0,0,0,1
2.75,0.72,0,7,0,0.919
1.82,0.64,1,2,1,0.553
3.22,0.48,0,0,0,0.857
4.34,0.87,0,7,0,0.808
1.84,0.72,0,2,0,0.954
3.84,0.47,1,2,1,0.38
4.61,0.94,1,3,0.3,0.577
1.43,0.94,2,5,1,0.564
3.05,0.54,0,3,0,0.862
3.57,0.95,0,2,0,0.854
1.97,0.63,0,0,0,0.924
3.21,0.51,0,3,0,0.835
1.38,0.89,0,7,0,1
2.46,0.9,2,0,0.3,0.69
1.15,0.82,2,3,0.3,0.836
2.9,0.42,0,2,0,0.836
4.3,0.56,1,0,1,0.382
3.58,0.61,0,6,0,0.822
3.2,0.6,0,4,0,0.816
1.72,0.64,3,0,0.3,0.734
1.74,0.55,0,4,0,0.927
2.66,0.42,0,4,0,0.872
4.91,0.95,0,2,0,0.782
1.78,0.87,1,2,0.3,0.795
4.04,0.8,3,3,0.3,0.506
1.73,0.86,0,1,0,0.97
3.46,0.41,1,1,0.3,0.611
1.95,0.71,0,2,0,0.987
3.68,0.91,0,3,0,0.817
1.93,0.61,0,1,0,0.919
2.38,0.42,3,2,0.6,0.495
3.04,0.89,0,5,0,0.859
2.48,0.57,0,1,0,0.874
3.26,0.92,0,4,0,0.913
1.48,0.76,0,7,0,0.973
1.48,0.96,0,0,0,1
1.82,0.51,0,7,0,0.914
1.6,0.51,2,2,0.3,0.775
4.32,0.84,0,5,0,0.76
4.17,0.72,0,5,0,0.754
1.59,0.8,0,0,0,0.957
2.01,0.62,0,7,0,0.958
1.73,0.46,0,7,0,0.945
3.44,0.55,0,3,0,0.828
3.95,0.66,0,3,0,0.804
2.32,0.43,0,3,0,0.874
2.25,0.88,0,0,0,0.943
1.32,0.79,0,3,0,1
3.09,0.74,0,5,0,0.832
2.64,0.76,1,4,0.3,0.725
1.39,0.8,1,3,0.3,0.872
3.96,0.96,2,3,0.6,0.486
1.35,0.54,0,1,0,0.952
3.65,0.74,0,4,0,0.84
1.04,0.75,0,4,0,1
3.02,0.62,1,4,0.6,0.583
4.67,0.85,0,3,0,0.791
1.03,0.82,1,6,0.3,0.86
1.62,0.58,0,5,0,0.985
3.43,0.82,3,0,0.6,0.518
3.3,0.87,0,1,0,0.898
3.09,0.52,0,2,0,0.878
1.11,0.68,1,4,0.6,0.788
2.29,0.92,0,2,0,0.99
3.49,0.7,0,1,0,0.791
4.82,0.52,0,1,0,0.735
1.71,0.43,1,2,1,0.509
3.26,0.58,0,0,0,0.822
3.69,0.41,0,5,0,0.816
4.43,0.91,1,0,1,0.38
3.67,0.77,1,2,1,0.452
2.35,0.45,1,0,0.6,0.606
2.05,0.6,0,1,0,0.916
2.64,0.95,0,2,0,0.927
3.78,0.44,0,5,0,0.792
3,0.87,0,1,0,0.869
3.62,0.75,0,0,0,0.801
3.06,0.77,0,4,0,0.853
3.99,0.68,1,0,0.3,0.661
3.57,0.83,0,2,0,0.863
2.09,0.52,0,5,0,0.903
1.3,0.88,0,4,0,1
4.22,0.54,0,2,0,0.767
4.04,0.45,0,7,0,0.776
3.74,0.62,2,2,0.6,0.45
1.13,0.63,0,7,0,1
1.35,0.45,0,4,0,0.978
1.03,0.63,0,0,0,0.989
1.01,0.64,0,7,0,0.99
4.88,0.48,1,6,0.6,0.47
4.77,1,0,7,0,0.723
4.33,0.81,1,5,0.3,0.627
3.63,0.61,0,5,0,0.786
2.24,0.49,0,2,0,0.913
4.83,0.9,0,0,0,0.728
1.14,0.91,1,5,0.3,0.923
4.6,0.93,0,3,0,0.806
4.78,0.63,1,7,0.3,0.581
2.29,0.48,0,1,0,0.91
2.04,0.97,0,7,0,0.971
4.19,0.64,1,1,0.6,0.486
2.33,0.91,0,3,0,0.921
3.55,0.78,1,5,0.6,0.601
1.32,0.86,3,5,0.6,0.629
4.67,0.86,0,6,0,0.717
3.32,0.95,0,4,0,0.836
2.95,0.73,0,4,0,0.841
4.82,0.74,0,4,0,0.75
1.79,0.47,1,7,0.6,0.665
1.16,0.57,0,1,0,1
3.8,0.74,1,7,0.6,0.558
2.02,0.96,0,5,0,0.948
4.56,0.74,0,7,0,0.768
2.53,0.46,1,0,0.6,0.622
3.6,0.75,0,7,0,0.83
2.78,0.43,2,6,1,0.402
2,0.45,0,5,0,0.92
3.27,0.71,0,0,0,0.843
1.99,0.46,0,4,0,0.917
3.51,0.59,0,2,0,0.784
4.5,0.75,0,3,0,0.75
3.78,0.74,0,7,0,0.786
4.31,0.69,3,4,0.6,0.41
1.6,0.45,0,0,0,0.964
1.21,0.63,0,5,0,1
3.54,0.57,0,7,0,0.834
1.74,0.46,2,2,0.6,0.653
4.96,0.77,0,4,0,0.684
3.75,0.44,0,2,0,0.803
1.39,0.75,2,0,1,0.56
2.3,0.74,0,1,0,0.904
4.37,0.41,0,2,0,0.697
2.77,0.45,0,1,0,0.879
3.83,0.88,1,0,0.6,0.583
4.1,0.78,1,7,0.6,0.527
1.88,0.49,3,2,0.6,0.609
1.53,0.91,1,2,0.6,0.773
1.13,0.76,0,5,0,1
1.72,0.61,0,0,0,0.936
3.03,0.7,2,5,1,0.431
2.71,0.83,0,4,0,0.931
3.5,0.72,0,3,0,0.8
2.4,0.95,0,3,0,0.98
3.6,0.68,0,0,0,0.842
4.39,0.77,0,1,0,0.77
4.68,0.93,0,3,0,0.75
4.86,0.97,0,4,0,0.778
2.28,0.92,0,1,0,0.922
1.25,0.55,0,2,0,0.976
4.51,0.54,0,1,0,0.73
1.95,0.71,0,3,0,0.971
3.61,0.57,1,2,0.3,0.61
4.56,0.8,1,1,0.6,0.489
1.09,0.63,1,2,0.6,0.762
1.78,0.52,0,6,0,0.909
1.11,0.52,0,4,0,1
2.67,0.72,0,1,0,0.881
1.39,0.43,0,2,0,0.981
2.84,0.58,1,1,0.6,0.636
1.95,0.41,0,5,0,0.926
1.5,0.72,0,4,0,0.978
3.43,0.78,0,0,0,0.845
1.57,0.47,1,5,1,0.55
1.21,0.82,0,3,0,1
3.05,0.69,0,6,0,0.861
2.07,0.91,0,4,0,0.938
3.94,0.68,0,3,0,0.823
1.11,0.85,0,1,0,1
3.47,0.62,0,5,0,0.83
4.8,0.88,0,2,0,0.709
4.89,0.4,0,1,0,0.702
4.17,0.55,0,1,0,0.785
1.41,0.74,0,2,0,1
4.42,0.64,1,2,1,0.357
4.62,0.69,0,2,0,0.75
3.22,0.8,1,1,0.3,0.741
2.54,0.41,0,2,0,0.85
1,0.51,0,0,0,1
3.6,0.52,0,6,0,0.786
3.92,0.68,0,6,0,0.759
2.1,0.49,0,0,0,0.943
2.28,0.86,0,2,0,0.939
2.31,0.53,0,2,0,0.929
2.64,0.62,1,6,0.3,0.709
4.27,0.57,0,0,0,0.748
3.74,0.54,0,7,0,0.8
1.37,0.45,0,5,0,0.983
3.35,0.68,1,6,0.3,0.684
4.18,0.83,0,6,0,0.783
1.56,0.93,1,0,0.6,0.755
1.44,0.45,0,6,0,0.995
4.85,0.58,0,6,0,0.692
2.85,0.93,1,2,0.3,0.745
1.71,0.49,0,1,0,0.986
2.29,0.87,0,0,0,0.957
1.54,0.66,0,5,0,0.954
1.12,1,0,6,0,1
3.67,0.81,0,5,0,0.821
1.29,0.51,0,1,0,0.963
4.73,0.64,0,5,0,0.687
3.09,0.65,0,5,0,0.82
4.74,0.97,2,7,1,0.305
2.1,0.86,1,0,0.6,0.691
1.39,0.91,2,0,0.6,0.728
3.38,0.77,0,5,0,0.858
1.16,0.85,0,3,0,1
2.95,0.78,0,0,0,0.846
4.86,0.74,0,5,0,0.702
2.7,0.57,1,1,1,0.494
1.54,0.7,0,0,0,0.989
4.63,0.62,0,0,0,0.734
4.45,0.8,0,0,0,0.794
2.18,0.95,1,3,0.6,0.715
3.65,0.89,0,5,0,0.865
3.02,0.97,0,7,0,0.893
1.57,0.94,0,4,0,1
4.72,0.65,1,3,1,0.29
4.87,0.58,0,4,0,0.713
4.16,0.67,0,4,0,0.771
1.65,0.72,0,5,0,0.948
2.13,0.4,0,6,0,0.905
2.04,0.66,0,3,0,0.972
3.84,0.5,2,4,0.6,0.465
1.11,0.97,1,7,0.3,0.926
4.83,0.82,0,6,0,0.766
1.24,0.53,0,7,0,0.999
1.92,0.93,1,1,1,0.61
1.07,0.56,0,5,0,1
4.97,0.74,1,6,0.6,0.429
4.75,0.83,0,0,0,0.715
3.72,0.6,0,0,0,0.799
4.95,0.42,0,4,0,0.656
1.58,0.97,0,3,0,1
1.81,0.49,2,4,0.6,0.591
3.72,0.77,0,3,0,0.78
2.7,0.96,2,1,0.3,0.702
2.14,0.41,0,0,0,0.89
3.47,0.47,0,6,0,0.809
3.79,0.79,1,6,1,0.444
4.45,0.42,1,0,0.3,0.594
1.04,0.65,0,2,0,1
4.67,0.99,0,1,0,0.798
2.34,0.87,1,5,0.3,0.766
2.6,0.57,0,5,0,0.922
3.64,0.6,0,5,0,0.789
3.7,0.42,0,0,0,0.751
4.56,0.81,0,1,0,0.73
4.15,0.46,0,2,0,0.728
1.81,0.77,0,5,0,0.988
4.95,0.95,0,3,0,0.704
4.75,0.43,0,2,0,0.713
2.58,0.8,1,5,0.6,0.627
2.55,0.49,1,4,0.6,0.611
4.53,0.98,1,5,0.6,0.534
4.17,0.43,0,4,0,0.732
1.92,0.53,0,3,0,0.9
1.14,0.51,3,0,1,0.462
4.97,0.59,1,1,1,0.321
4.01,0.85,0,3,0,0.816
1.5,0.86,3,0,1,0.544
4.45,0.62,0,6,0,0.776
1.41,0.99,1,6,0.6,0.809
1.81,0.73,1,7,0.3,0.772
4.22,0.79,3,3,0.6,0.406
1.09,0.64,0,3,0,1
3.71,0.44,0,2,0,0.742
4.01,0.54,1,3,1,0.381
3.5,0.81,0,2,0,0.805
3.31,0.99,0,5,0,0.887
2.43,0.72,0,3,0,0.939
4.51,0.73,0,1,0,0.763
4.11,0.61,2,2,0.6,0.484
1.75,0.62,0,0,0,0.936
3.38,0.96,1,7,0.3,0.735
4.96,0.41,0,1,0,0.656
3.96,0.57,0,0,0,0.792
4.95,0.82,0,2,0,0.762
3.45,0.46,0,2,0,0.789
3.05,0.93,0,6,0,0.876
2.15,0.9,0,7,0,0.959
4.91,0.94,0,3,0,0.766
4.93,0.48,3,2,0.6,0.33
2.73,0.75,1,3,0.3,0.751
2.49,0.58,0,3,0,0.864
2.35,0.79,0,2,0,0.957
1.64,0.53,0,2,0,0.932
3.15,0.59,3,6,0.6,0.489
2.22,0.67,0,6,0,0.888
3.8,0.61,0,6,0,0.777
3.49,0.93,0,5,0,0.845
2.47,0.52,0,1,0,0.923
1.72,0.91,0,0,0,0.96
4.63,0.79,1,5,0.3,0.609
3.01,0.71,0,5,0,0.906
3.94,0.66,0,6,0,0.763
2.99,0.49,0,5,0,0.862
4.54,0.87,0,5,0,0.738
4.7,0.76,0,2,0,0.732
3.27,0.98,0,0,0,0.878
4.32,0.68,0,5,0,0.759
4.31,0.78,1,1,0.6,0.54
2.66,0.85,2,3,0.6,0.627
1.97,0.57,2,7,0.3,0.763
4.26,0.5,0,4,0,0.774
1.3,0.58,2,1,0.3,0.798
2.49,0.94,0,5,0,0.969
4.76,0.71,0,5,0,0.697
3.95,0.46,0,4,0,0.737
3.61,0.78,1,7,1,0.462
2.4,0.63,0,7,0,0.915
1.36,0.49,0,0,0,0.94
2.28,0.75,3,2,0.3,0.66
1.38,0.47,1,2,0.3,0.805
3.21,0.72,1,5,0.6,0.582
4.43,0.81,0,2,0,0.78
3.15,0.83,0,2,0,0.867
4.45,0.64,1,5,0.6,0.46
2.68,0.68,1,7,0.6,0.593
2.68,0.41,0,1,0,0.837
2.68,0.52,0,1,0,0.892
2.7,0.74,0,6,0,0.921
1.93,0.6,1,5,0.6,0.686
2.6,0.46,0,7,0,0.883
3.44,0.4,0,4,0,0.769
2.77,0.94,0,0,0,0.908
1.04,0.8,0,2,0,1
1.26,0.54,2,0,0.3,0.744
1.13,0.62,2,0,0.3,0.805
4.21,0.59,0,0,0,0.721
1.26,0.94,0,4,0,1
3.21,0.45,1,4,0.3,0.7
2.24,0.58,1,0,1,0.545
3,0.43,1,2,1,0.448
2.67,0.52,1,2,0.6,0.647
2.63,0.53,0,6,0,0.872
2.95,0.72,0,0,0,0.855
3.86,0.46,0,5,0,0.731
4.51,0.52,0,3,0,0.702
2.51,0.86,0,4,0,0.953
2.84,0.83,0,3,0,0.908
1.56,0.75,1,1,0.3,0.813
1.34,0.53,0,5,0,0.959
4.57,0.6,3,3,0.3,0.483
2.1,0.71,0,1,0,0.948
3.88,0.57,2,1,0.3,0.599
1.92,0.96,0,7,0,1
3.39,0.89,0,1,0,0.899
3.09,0.49,0,3,0,0.854
2.93,0.79,0,2,0,0.893
2.94,0.68,0,3,0,0.851
2.06,0.89,0,4,0,0.997
4.6,0.9,1,1,1,0.388
2.92,0.9,0,3,0,0.922
1.62,0.83,0,1,0,0.97
4.64,0.86,2,0,1,0.337
1.66,0.94,0,0,0,0.997
3.7,0.41,0,6,0,0.81
4.69,0.8,0,0,0,0.732
3.83,0.89,0,2,0,0.849
2.51,0.91,1,1,1,0.54
2.95,0.61,0,7,0,0.897
3.54,0.58,0,2,0,0.805
3.78,0.45,0,6,0,0.754
4.55,0.65,0,6,0,0.717
2.64,0.96,0,0,0,0.915
4.49,0.46,0,7,0,0.752
4.11,0.81,0,0,0,0.823
2.95,0.94,3,6,0.6,0.516
2.25,0.98,3,0,0.6,0.613
2.94,0.82,2,3,0.3,0.714
3.26,0.79,1,1,0.6,0.579
